9.999999999999995559e-01,6.924460827570284138e+00
2.000000000000003997e+00,7.151250969428324389e+00
3.000000000000000000e+00,7.382159042767181489e+00
3.999999999999996447e+00,7.617131520418991109e+00
5.000000000000005329e+00,7.856108137070100028e+00
6.000000000000000000e+00,8.099026768512624486e+00
6.999999999999996447e+00,8.345814660959929299e+00
8.000000000000003553e+00,8.596397724109934302e+00
9.000000000000000000e+00,8.850693833914039743e+00
9.999999999999996447e+00,9.111094901977056182e+00
1.100000000000000355e+01,9.380673047149464594e+00
1.200000000000000000e+01,9.646601720587657525e+00
1.299999999999995914e+01,9.915956282635361774e+00
1.400000000000004086e+01,1.018863963668301054e+01
1.500000000000000000e+01,1.046454560597827665e+01
1.599999999999995914e+01,1.074355699808277897e+01
1.700000000000003908e+01,1.102556506576453543e+01
1.800000000000000000e+01,1.131044808188979012e+01
1.899999999999996092e+01,1.159808006439143213e+01
2.000000000000003908e+01,1.188833347163429899e+01
2.100000000000000000e+01,1.218107225552563655e+01
2.199999999999996092e+01,1.247727613764585008e+01
2.300000000000003908e+01,1.278257837151347509e+01
2.400000000000000000e+01,1.308280226675574553e+01
2.499999999999996447e+01,1.338500404376642017e+01
2.600000000000003553e+01,1.368903253115465901e+01
2.700000000000000000e+01,1.399473041722003153e+01
2.799999999999996447e+01,1.430193941573408445e+01
2.900000000000003553e+01,1.461049775435957443e+01
3.000000000000000000e+01,1.492023386283883823e+01
3.099999999999996447e+01,1.523098087243142373e+01
3.200000000000003553e+01,1.554256205507531341e+01
3.300000000000000000e+01,1.585479924704063670e+01
3.399999999999996447e+01,1.616757873212416285e+01
3.500000000000003553e+01,1.648784666295244250e+01
3.600000000000000000e+01,1.680166217137149332e+01
3.699999999999996447e+01,1.711545231153127844e+01
3.800000000000003553e+01,1.742902686133274059e+01
3.900000000000000000e+01,1.774218906148798780e+01
3.999999999999996447e+01,1.805475112135419380e+01
4.100000000000003553e+01,1.836651586789598767e+01
4.200000000000000000e+01,1.867727803669538744e+01
4.299999999999996447e+01,1.898684356545789242e+01
4.400000000000003553e+01,1.929500414901168170e+01
4.500000000000000000e+01,1.960156106616770444e+01
4.599999999999996447e+01,1.990630356057978645e+01
4.700000000000003553e+01,2.021423632787274016e+01
4.800000000000000000e+01,2.051585725368440194e+01
4.899999999999996447e+01,2.081452519256547262e+01
5.000000000000003553e+01,2.111059861242146596e+01
5.100000000000000000e+01,2.140387299071664273e+01
5.199999999999996447e+01,2.169413683701406370e+01
5.300000000000003553e+01,2.198118771688571016e+01
5.400000000000000000e+01,2.254481742936131639e+01
5.499999999999996447e+01,2.282098518824589917e+01
5.600000000000003553e+01,2.309311627087217644e+01
5.700000000000000000e+01,2.336100976506200411e+01
5.799999999999996447e+01,2.362923526929676754e+01
5.900000000000003553e+01,2.388986348011349037e+01
6.000000000000000000e+01,2.414447218978576970e+01
6.099999999999996447e+01,2.439409839366573607e+01
6.200000000000003553e+01,2.463856193739512079e+01
6.300000000000000000e+01,2.487767109670646803e+01
6.399999999999996447e+01,2.511124472406557473e+01
6.500000000000002842e+01,2.533910370562296777e+01
6.600000000000000000e+01,2.556107546826334342e+01
6.699999999999997158e+01,2.577698727377209664e+01
6.800000000000002842e+01,2.598666915387566689e+01
6.900000000000000000e+01,2.618996467260910421e+01
6.999999999999997158e+01,2.639049201943664258e+01
7.100000000000002842e+01,2.658282365384345525e+01
7.200000000000000000e+01,2.676661679006842931e+01
7.299999999999997158e+01,2.694347614092628618e+01
7.400000000000002842e+01,2.711327099403893826e+01
7.500000000000000000e+01,2.727587617199709413e+01
7.599999999999997158e+01,2.743117337474966178e+01
7.700000000000002842e+01,2.757904992423240387e+01
7.800000000000000000e+01,2.771940290208112501e+01
7.899999999999997158e+01,2.785213400284794005e+01
8.000000000000002842e+01,2.797715461257620007e+01
8.100000000000000000e+01,2.809437912128998249e+01
8.199999999999997158e+01,2.820551525332223619e+01
8.300000000000002842e+01,2.830856715089601039e+01
8.400000000000000000e+01,2.840232555183834151e+01
8.499999999999997158e+01,2.848806293610175544e+01
8.600000000000002842e+01,2.856574377370868234e+01
8.700000000000000000e+01,2.863533368680208113e+01
8.799999999999997158e+01,2.869680949749049859e+01
8.900000000000002842e+01,2.875015524487935181e+01
9.000000000000000000e+01,2.879536077005555228e+01
9.099999999999997158e+01,2.883243212326505045e+01
9.200000000000002842e+01,2.886138013618717935e+01
9.300000000000000000e+01,2.888221685293729024e+01
9.399999999999997158e+01,2.889639727443914552e+01
9.500000000000002842e+01,2.890310606345560629e+01
9.600000000000000000e+01,2.890014429683692398e+01
9.699999999999997158e+01,2.888926309377599466e+01
9.800000000000002842e+01,2.887052075824346886e+01
9.900000000000000000e+01,2.884398695885320762e+01
9.999999999999997158e+01,2.880974078273761663e+01
