1 2.33740262667315e-05
2 6.96453280805143e-05
3 0.000202355499515416
4 0.000572730681285938
5 0.00154091945021129
6 0.00356507353473767
7 0.00628105969414905
8 0.00914389314986785
9 0.0492248466597097
10 0.236887065731204
11 0.212491248316783
12 0.156222055860869
13 0.112631557147262
14 0.0811142100683989
15 0.0589460541033265
16 0.0439617332983585
17 0.0338811903073687
18 0.0270483715826317
19 0.0223769560631388
20 0.0191575530370875
21 0.0169157332043176
22 0.0154932544106042
23 0.0144831946583035
24 0.0139108439799173
25 0.0136509764131175
