"x"
"1" 7.03637365062626e-06
"2" 2.09659418880515e-05
"3" 6.09196705235737e-05
"4" 0.000172444447496645
"5" 0.000464115182712499
"6" 0.00107453897103538
"7" 0.00189496165300262
"8" 0.00276144125067512
"9" 0.0150804992043994
"10" 0.0781600084804518
"11" 0.069385932836513
"12" 0.0498495870948161
"13" 0.035332454456321
"14" 0.0251437776143645
"15" 0.0181228764056762
"16" 0.0134424042158376
"17" 0.010322443611218
"18" 0.00822058057271013
"19" 0.00678952403508826
"20" 0.00580606143582196
"21" 0.00512256258812316
"22" 0.00468943388847787
"23" 0.00438214762492262
"24" 0.00420812146645244
"25" 0.00412913070497767
